celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score_norm,week1_judge2_score_norm,week1_judge3_score_norm,week1_judge4_score_norm,week2_judge1_score_norm,week2_judge2_score_norm,week2_judge3_score_norm,week2_judge4_score_norm,week3_judge1_score_norm,week3_judge2_score_norm,week3_judge3_score_norm,week3_judge4_score_norm,week4_judge1_score_norm,week4_judge2_score_norm,week4_judge3_score_norm,week4_judge4_score_norm,week5_judge1_score_norm,week5_judge2_score_norm,week5_judge3_score_norm,week5_judge4_score_norm,week6_judge1_score_norm,week6_judge2_score_norm,week6_judge3_score_norm,week6_judge4_score_norm,week7_judge1_score_norm,week7_judge2_score_norm,week7_judge3_score_norm,week7_judge4_score_norm,week8_judge1_score_norm,week8_judge2_score_norm,week8_judge3_score_norm,week8_judge4_score_norm,week9_judge1_score_norm,week9_judge2_score_norm,week9_judge3_score_norm,week9_judge4_score_norm,week10_judge1_score_norm,week10_judge2_score_norm,week10_judge3_score_norm,week10_judge4_score_norm,week11_judge1_score_norm,week11_judge2_score_norm,week11_judge3_score_norm,week11_judge4_score_norm,avg_judge_score,std_judge_score,min_judge_score,max_judge_score,score_range,score_trend,score_improvement,avg_judge_disagreement,max_judge_disagreement,performance_consistency,n_weeks_with_scores,total_judge_scores,score_trend_r2
Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,31,Withdrew,12,0.911407491,0.911407491,0.911407491,0.911407491,0.154074243,0.154074243,0.154074243,0.154074243,-0.214779853,-0.214779853,-0.214779853,-0.214779853,0.126434926,0.126434926,0.126434926,0.126434926,0.783167848,0.783167848,0.783167848,0.783167848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.352060931,0.437730041,-0.214779853,0.911407491,1.126187344,-0.02841186,-0.128239643,0,0,0.477005253,5,20,0.008869375
Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,31,Eliminated Week 5,11,0.027618409,-0.856170674,0.027618409,0.027618409,-1.001482581,-1.001482581,-1.001482581,-1.001482581,0.878644851,-0.214779853,-0.214779853,-0.214779853,-0.96933443,-0.96933443,-0.96933443,-0.96933443,-0.410230777,-1.00693009,-0.410230777,-1.00693009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.562829997,0.535324484,-1.00693009,0.878644851,1.885574941,-0.099835499,-0.515251572,0.122569708,0.298894396,0.474758369,5,20,0.110551525
Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,31,Eliminated Week 9,6,-0.856170674,-0.856170674,-0.856170674,0.027618409,0.154074243,0.154074243,1.309631067,1.309631067,-0.214779853,-1.308204556,-0.214779853,-0.214779853,-0.96933443,-0.96933443,-0.96933443,-0.96933443,-0.410230777,-0.410230777,-0.410230777,-0.410230777,0.453298414,-0.755497357,-0.755497357,0.453298414,1.500354568,-0.065232807,1.500354568,1.500354568,-0.435540527,0.338753743,-0.435540527,0.338753743,-0.92998111,-1.627466942,-1.627466942,-1.627466942,0,0,0,0,,,,,-0.257189179,0.883295439,-1.627466942,1.500354568,3.12782151,-0.0266634,-0.817872081,0.262284766,0.612765957,0.795017501,9,36,0.008436046
Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,31,Eliminated Week 9,5,0.911407491,0.027618409,0.911407491,0.911407491,0.154074243,0.154074243,0.154074243,1.309631067,0.878644851,-0.214779853,0.878644851,0.878644851,-0.96933443,-0.96933443,-0.96933443,0.126434926,-1.454454574,-1.454454574,-0.857755262,-0.857755262,0.453298414,-0.755497357,-0.755497357,0.453298414,-0.065232807,-0.848026495,0.71756088,0.71756088,0.145180176,-0.629114094,0.145180176,0.145180176,-0.232495277,-1.627466942,-0.232495277,-0.92998111,0,0,0,0,,,,,-0.104157952,0.795958428,-1.627466942,1.309631067,2.937098009,-0.127728392,-1.446069872,0.321271937,0.561702127,0.64951668,9,36,0.290038423
Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,31,3rd Place,3,0.911407491,0.911407491,0.911407491,1.795196574,1.309631067,1.309631067,1.309631067,1.309631067,0.878644851,0.878644851,0.878644851,1.972069555,1.222204281,1.222204281,1.222204281,1.222204281,0.932342676,0.932342676,0.932342676,1.529041988,-0.755497357,0.453298414,-0.755497357,0.453298414,0.71756088,-0.065232807,0.71756088,1.500354568,1.113048013,1.113048013,1.113048013,1.113048013,0.464990555,-0.232495277,-0.232495277,-0.232495277,-1,-1,-1,-1,,,,,0.651909424,0.830096061,-1,1.972069555,2.972069555,-0.192162359,-2.132354762,0.160037236,0.487062405,0.783017707,10,40,0.55208369
Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,31,Eliminated Week 4,13,-0.856170674,-0.856170674,-0.856170674,-0.856170674,-1.001482581,-1.001482581,0.154074243,0.154074243,-1.308204556,-1.308204556,-1.308204556,-0.214779853,-0.96933443,-2.065103785,-2.065103785,-2.065103785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-1.026471167,0.685134268,-2.065103785,0.154074243,2.219178028,-0.341611653,-0.934990772,0.261043968,0.445103858,0.570716425,4,16,0.597136145
Jessie James Decker,Alan Bersten,Singer/Rapper,,Italy,34,31,Eliminated Week 6,10,-0.856170674,-0.856170674,-0.856170674,-0.856170674,0.154074243,-1.001482581,-1.001482581,-1.001482581,-1.308204556,-1.308204556,-0.214779853,-0.214779853,0.126434926,-0.96933443,0.126434926,0.126434926,-0.559405605,-0.559405605,0.037293707,-0.559405605,-0.755497357,-0.755497357,-0.755497357,-0.755497357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.607248633,0.458762874,-1.308204556,0.154074243,1.462278799,0.057841119,0.100673317,0.186923982,0.39852586,0.271663942,6,24,0.158663644
Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,31,Eliminated Week 7,9,0.911407491,0.027618409,0.027618409,0.911407491,0.154074243,-1.001482581,0.154074243,0.154074243,-0.214779853,-0.214779853,-0.214779853,0.878644851,1.222204281,0.126434926,0.126434926,1.222204281,-0.559405605,-1.156104918,-0.559405605,0.037293707,0.453298414,-0.755497357,-0.755497357,0.453298414,-0.848026495,-0.065232807,-0.848026495,-0.848026495,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.042177034,0.674817556,-1.156104918,1.222204281,2.378309199,-0.143431215,-1.121841023,0.310134396,0.487062405,0.490849753,7,28,0.39847124
Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,31,Eliminated Week 8,8,0.027618409,0.027618409,0.027618409,0.027618409,0.154074243,0.154074243,0.154074243,0.154074243,0.878644851,0.878644851,0.878644851,0.878644851,1.222204281,0.126434926,0.126434926,1.222204281,0.335643363,0.932342676,0.335643363,0.335643363,0.453298414,0.453298414,0.453298414,0.453298414,-0.848026495,-0.065232807,-0.065232807,-0.848026495,-0.629114094,-1.403408364,-0.629114094,-0.629114094,0,0,0,0,0,0,0,0,,,,,0.17418205,0.618729676,-1.403408364,1.222204281,2.625612645,-0.124657175,-0.850306071,0.105423446,0.400236826,0.577477769,8,32,0.279585903
Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,31,1st Place,1,1.795196574,1.795196574,1.795196574,1.795196574,1.309631067,1.309631067,1.309631067,1.309631067,0.878644851,0.878644851,0.878644851,1.972069555,1.222204281,1.222204281,1.222204281,1.222204281,1.230692332,1.230692332,1.230692332,1.827391645,1.662094184,1.662094184,1.662094184,1.662094184,0.71756088,0.71756088,1.500354568,1.500354568,1.113048013,1.113048013,1.113048013,1.113048013,1.162476387,1.162476387,1.162476387,1.162476387,1,1,1,1,,,,,1.290547642,0.325710014,0.71756088,1.972069555,1.254508675,-0.05114624,-0.795196574,0.059216223,0.298894396,0.256087378,10,40,0.365647427
Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,31,Eliminated Week 2,15,-0.856170674,-0.856170674,-0.856170674,-0.856170674,-1.001482581,-2.157039404,-1.001482581,-1.001482581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-1.07327123,0.443773573,-2.157039404,-0.856170674,1.30086873,-0.434201113,-0.434201113,0.166913946,0.333827893,0.307026551,2,8,1
Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,31,Eliminated Week 8,7,-1.739959756,-1.739959756,-0.856170674,-1.739959756,0.154074243,-1.001482581,0.154074243,0.154074243,-1.308204556,-2.40162926,-1.308204556,-1.308204556,0.126434926,-0.96933443,-0.96933443,-0.96933443,-1.901979059,-1.901979059,-1.901979059,-1.901979059,-1.964293127,-1.964293127,-1.964293127,-1.964293127,-2.41361387,-1.630820183,-1.630820183,-1.630820183,-1.403408364,-2.177702633,-2.177702633,-2.177702633,0,0,0,0,0,0,0,0,,,,,-1.450962516,0.744050357,-2.41361387,0.154074243,2.567688113,-0.167489505,-0.46511658,0.178905636,0.333827893,0.677922343,8,32,0.366240656
Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,31,4th Place,4,0.911407491,0.911407491,0.911407491,0.911407491,0.154074243,0.154074243,0.154074243,0.154074243,0.878644851,-0.214779853,-0.214779853,0.878644851,0.126434926,0.126434926,0.126434926,0.126434926,0.484818191,-0.111881121,0.484818191,0.484818191,0.453298414,0.453298414,0.453298414,0.453298414,-0.065232807,0.71756088,-0.065232807,-0.065232807,1.113048013,0.338753743,0.338753743,0.338753743,0.464990555,-0.232495277,-0.232495277,-0.232495277,-1,-1,-1,-1,,,,,0.191746004,0.54715918,-1,1.113048013,2.113048013,-0.106402016,-1.911407491,0.091223439,0.398525861,0.498309375,10,40,0.417939134
Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,31,2nd Place,2,0.911407491,0.911407491,0.911407491,0.911407491,1.309631067,1.309631067,1.309631067,1.309631067,0.878644851,0.878644851,0.878644851,1.972069555,1.222204281,1.222204281,1.222204281,1.222204281,1.081517504,1.081517504,1.081517504,1.081517504,0.453298414,0.453298414,0.453298414,1.662094184,-0.065232807,-0.065232807,-0.848026495,-0.065232807,0.145180176,0.145180176,0.145180176,0.145180176,1.162476387,1.162476387,1.162476387,1.162476387,1,1,1,1,,,,,0.847898406,0.552047645,-0.848026495,1.972069555,2.82009605,-0.06086231,0.088592509,0.081738269,0.365296803,0.511896241,10,40,0.129581922
Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,32,Eliminated Week 2,13,-0.431092459,-0.431092459,-0.431092459,0,-0.085907356,-0.923504076,-0.923504076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.537698814,0.327384076,-0.923504076,-0.085907356,0.83759672,-0.21321271,-0.21321271,0.116928044,0.233856088,0.150764153,2,6,1
Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,Eliminated Week 5,10,0.431092459,-0.431092459,0.431092459,0,-0.085907356,-0.085907356,-0.085907356,0,-0.581478789,-0.581478789,0.215977836,0.215977836,-0.283473355,-0.283473355,-0.283473355,0,-0.968245837,0,-0.968245837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22296955,0.440740488,-0.968245837,0.431092459,1.399338296,-0.242145265,-1.111943323,0.091953327,0.247787611,0.418400111,5,15,0.837352627
Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,Eliminated Week 8,7,0.431092459,-0.431092459,-0.431092459,0,-0.923504076,-0.923504076,-0.923504076,0,-0.581478789,-0.581478789,0.215977836,-0.581478789,-1.322875656,-1.322875656,-1.322875656,0,0,0,0,0,-0.597443631,-1.457762459,-0.597443631,-0.597443631,-1.42693538,-1.42693538,-0.5488213,-1.42693538,-0.252101397,-0.252101397,-0.252101397,-0.252101397,0,0,0,0,0,0,0,0,0,0,0,0,-0.669130014,0.548220298,-1.322875656,0.431092459,1.753968115,-0.299614507,-1.17917817,0.10169297,0.247787611,0.53174506,4,13,0.529136227
Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,-0.431092459,-1.293277376,-1.293277376,0,0.751689364,-0.085907356,-0.085907356,0,-0.581478789,-0.581478789,-0.581478789,-0.581478789,-1.322875656,-1.322875656,-1.322875656,0,-0.968245837,-0.968245837,-0.968245837,0,-1.242682752,-1.242682752,-1.242682752,-0.382363924,-0.5488213,-0.5488213,1.20740686,-0.5488213,-0.252101397,-0.252101397,0.630253492,-0.252101397,-1.18729368,-1.18729368,-0.373149442,-1.18729368,-1.825741858,-1.825741858,-1.825741858,0,-1.470294088,-2.520504151,-1.470294088,0,-0.820682118,0.748061233,-2.520504151,1.20740686,3.727911011,-0.090128828,-0.814481705,0.196887042,0.771084337,0.676890389,11,38,0.195021926
Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,0.431092459,0.431092459,0.431092459,0,1.589286084,1.589286084,1.589286084,0,1.013434461,1.013434461,1.013434461,1.013434461,1.795331247,1.795331247,1.795331247,0,0.968245837,1.936491673,0.968245837,0,1.123194026,1.123194026,1.983512854,1.123194026,1.20740686,0.32929278,1.20740686,0.32929278,0.850842214,0.850842214,0.850842214,0.850842214,0.440994796,0.440994796,1.255139033,1.255139033,0.912870929,0.912870929,0.912870929,0,0.630126038,0.630126038,0.630126038,0,1.03223611,0.465762254,0.32929278,1.983512854,1.654220074,-0.041983801,0.199033579,0.088682622,0.3125,0.415472815,11,38,0.112323586
Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,32,Eliminated Week 4,11,0.431092459,0.431092459,0.431092459,0,-0.923504076,-0.923504076,-0.923504076,0,-1.378935414,-1.378935414,-0.581478789,-0.581478789,-0.283473355,-0.283473355,-0.283473355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.480652563,0.634624842,-1.378935414,0.431092459,1.810027873,-0.220040047,-0.714565814,0.052994756,0.211979023,0.660529774,4,13,0.184955567
Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,32,Eliminated Week 1,14,-1.293277376,-1.293277376,-1.293277376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.293277376,0,-1.293277376,-1.293277376,0,0,0,0,0,0,1,3,0
Tyson Beckford,Jenna Johnson,Model,New York,United States,52,32,Eliminated Week 3,12,-1.293277376,-1.293277376,-1.293277376,0,-0.085907356,-0.085907356,-0.085907356,0,-1.378935414,-1.378935414,-1.378935414,-1.378935414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.965329585,0.608009389,-1.378935414,-0.085907356,1.293028058,-0.042829019,-0.085658038,0,0,0.72307229,3,10,0.00350843
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,1.293277376,1.293277376,1.293277376,0,1.589286084,1.589286084,1.589286084,0,1.810891086,1.013434461,1.810891086,1.013434461,0.755928946,0.755928946,0.755928946,0,0.968245837,0.968245837,0.968245837,0,0.693034612,0.693034612,0.693034612,0.693034612,-0.5488213,-0.5488213,2.08552094,0.32929278,-0.913867563,-0.031512675,-0.913867563,-0.913867563,1.255139033,1.255139033,1.255139033,1.255139033,0,0,0,0,0.630126038,0.630126038,0.630126038,0,0.806425505,0.817427121,-0.913867563,2.08552094,2.999388503,-0.153814708,-0.038138343,0.216531693,1.542168675,0.700292261,9,32,0.361824807
Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,32,Eliminated Week 7,8,0.431092459,1.293277376,0.431092459,0,0.751689364,0.751689364,0.751689364,0,0.215977836,-0.581478789,0.215977836,0.215977836,-0.283473355,-0.283473355,0.755928946,0,0,0,0,0,0.04779549,0.04779549,0.04779549,0.908114319,1.20740686,0.32929278,0.32929278,0.32929278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358920565,0.52240203,-0.581478789,1.293277376,1.874756165,-0.270155574,-0.655493353,0.191722731,0.360119048,0.402097549,4,13,0.752339327
Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,32,Eliminated Week 9,6,-1.293277376,-1.293277376,-1.293277376,0,-0.923504076,-0.923504076,-0.923504076,0,-0.581478789,-1.378935414,0.215977836,-0.581478789,-0.283473355,-0.283473355,-0.283473355,0,-1.936491673,-1.936491673,-1.936491673,0,-1.457762459,-1.457762459,-1.457762459,-1.457762459,-1.42693538,-1.42693538,-1.42693538,-1.42693538,-1.796222451,-1.796222451,-1.796222451,-1.796222451,-0.983757621,-1.797901859,-0.983757621,-1.797901859,0,0,0,0,0,0,0,0,-1.247598585,0.563245422,-1.936491673,0.215977836,2.152469509,-0.097892781,-0.097552364,0.07165574,0.423958046,0.542062696,9,32,0.244604001
Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,32,Eliminated Week 6,9,-0.431092459,-0.431092459,-0.431092459,0,-1.761100796,-1.761100796,-1.761100796,0,0.215977836,-1.378935414,-0.581478789,-1.378935414,-0.283473355,-1.322875656,-1.322875656,0,0,0,0,0,-0.382363924,-0.382363924,-1.242682752,-0.382363924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.971475093,0.668397769,-1.761100796,0.215977836,1.977078632,-0.065568944,-0.545315763,0.23576534,0.582942313,0.562991306,4,13,0.022606938
Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,32,4th Place,4,1.293277376,1.293277376,2.155462294,0,0.751689364,0.751689364,0.751689364,0,1.013434461,1.013434461,1.013434461,1.013434461,0.755928946,0.755928946,0.755928946,0,1.936491673,0.968245837,0.968245837,0,0.693034612,0.693034612,-0.167284217,0.693034612,0.32929278,0.32929278,0.32929278,0.32929278,0.630253492,0.630253492,0.630253492,0.630253492,-0.169613383,0.644530855,-0.169613383,0.644530855,0.912870929,0,0.912870929,0,-0.420084025,0.630126038,0.630126038,0,0.71776602,0.502463553,-0.420084025,2.155462294,2.575546319,-0.085448501,-1.300616332,0.121265037,0.367647059,0.427496456,11,37,0.439477402
Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3rd Place,3,1.293277376,1.293277376,1.293277376,0,-0.085907356,0.751689364,0.751689364,0,1.810891086,1.013434461,1.810891086,1.013434461,0.755928946,1.795331247,0.755928946,0,0,0,0,0,0.908114319,0.908114319,0.908114319,1.768433147,0.32929278,0.32929278,2.08552094,0.32929278,0.630253492,1.51260838,1.51260838,1.51260838,-0.169613383,-0.169613383,-0.169613383,0.644530855,0,0,0.912870929,0,-0.420084025,0.630126038,0.630126038,0,1.096395672,0.54059313,-0.085907356,1.810891086,1.896798442,0.036702933,-0.190880996,0.20148854,0.360119048,0.418328142,4,13,0.012829689
Tori Spelling,Pasha Pashkov,Actor/Actress,California,United States,51,33,Eliminated Week 2,12,-0.403112887,-0.403112887,-1.61245155,0,0.383482494,-0.613571991,-0.613571991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,-0.543723135,0.640498386,-1.61245155,0.383482494,1.995934044,0.525005279,0.525005279,0.409436275,0.487500001,0.371234793,2,6,1
Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,33,Eliminated Week 3,10,-1.61245155,-1.61245155,-1.61245155,0,-0.613571991,-2.607680962,-1.610626477,0,-0.661236065,-1.570435655,-1.570435655,-1.570435655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,-1.504177711,0.555889672,-2.607680962,-0.613571991,1.994108971,0.134657896,0.269315793,0.40025954,0.994117647,0.154965379,3,10,0.755082293
Reginald VelJohnson,Emma Slater,Actor/Actress,New York,United States,74,33,Eliminated Week 3,10,-0.403112887,-1.61245155,-1.61245155,0,-0.613571991,-2.607680962,-1.610626477,0,-1.11583586,-2.02503545,-2.02503545,-2.02503545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,-1.565083763,0.681958925,-2.607680962,-0.403112887,2.204568075,-0.294198445,-0.58839689,0.56275954,0.994117647,0.300625076,3,10,0.95770188
Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,2.015564437,0.806225775,2.015564437,0,1.38053698,1.38053698,1.38053698,0,1.157163114,1.157163114,1.611762909,1.157163114,-0.301511345,-0.301511345,-0.301511345,-0.301511345,1.565247584,1.565247584,1.565247584,0,0.18940549,1.18378431,1.18378431,0,1.690308509,1.690308509,1.690308509,0,0.422577127,0.422577127,1.690308509,0,0.981980506,0.981980506,0.981980506,0,,,,,,,,,1.057283418,0.705100813,-0.301511345,2.015564437,2.317075782,-0.035586757,-0.630471044,0.156052882,0.535714286,0.616426739,9,29,0.024996267
Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,33,Eliminated Week 7,6,2.015564437,0.806225775,0.806225775,0,1.38053698,0.383482494,0.383482494,0,-0.20663627,-0.661236065,-1.11583586,-0.661236065,-2.110579412,-0.301511345,-2.110579412,-2.110579412,-1.118033989,-1.118033989,-1.118033989,0,1.18378431,0.18940549,0.18940549,0,-1.352246808,-1.352246808,-1.352246808,0,0,0,0,0,0,0,0,0,,,,,,,,,-0.406561869,1.16942837,-2.110579412,2.015564437,4.126143849,-0.304696147,-2.56158547,0.300632109,0.818181818,1.134846377,7,23,0.336408186
Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,0.806225775,-0.403112887,0.806225775,0,0.383482494,0.383482494,0.383482494,0,0.247963524,0.247963524,0.702563319,-0.20663627,1.507556723,1.507556723,1.507556723,1.507556723,0.223606798,0.223606798,0.223606798,0,0.18940549,-0.80497333,-0.80497333,0,-0.591607978,-0.591607978,-0.591607978,0,-0.845154255,-0.845154255,-0.845154255,0,-2.291287847,-0.654653671,-0.654653671,0,,,,,,,,,0.024871189,0.894781518,-2.291287847,1.507556723,3.79884457,-0.229322814,-1.603311284,0.20530306,0.892857142,0.822309489,9,29,0.583290877
Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,33,4th Place,4,0.806225775,0.806225775,0.806225775,0,1.38053698,0.383482494,0.383482494,0,0.702563319,0.702563319,0.247963524,0.247963524,-0.301511345,1.507556723,-0.301511345,-0.301511345,-1.118033989,-1.118033989,-1.118033989,0,0.18940549,-0.80497333,-0.80497333,0,0.92966968,0.169030851,-0.591607978,0,-0.845154255,-2.112885637,-0.845154255,0,0.981980506,-0.654653671,0.981980506,0,,,,,,,,,0.010648906,0.893968359,-2.112885637,1.507556723,3.62044236,-0.144443177,-0.369789995,0.39502007,0.892857143,0.767315486,9,29,0.265770885
Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,-0.403112887,-0.403112887,-0.403112887,0,0.383482494,0.383482494,0.383482494,0,0.247963524,-0.20663627,-0.20663627,-0.661236065,-0.301511345,-0.301511345,-0.301511345,-0.301511345,1.565247584,0.223606798,0.223606798,0,-1.79935215,-1.79935215,-1.79935215,0,0.169030851,-0.591607978,-0.591607978,0,0.422577127,0.422577127,0.422577127,0,-0.654653671,-0.654653671,-0.654653671,0,,,,,,,,,-0.24784454,0.729678327,-1.79935215,1.565247584,3.364599734,-0.044159515,-0.251540784,0.103403458,0.6,0.733269865,9,29,0.027200832
Anna Delvey,Ezra Sosa,Con artist,,Russia,33,33,Eliminated Week 2,12,-0.403112887,-0.403112887,-0.403112887,0,-0.613571991,-1.610626477,-0.613571991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,-0.674518187,0.470044704,-1.610626477,-0.403112887,1.20751359,-0.542810599,-0.542810599,0.165686275,0.331372549,0.383825056,2,6,1
Brooks Nader,Gleb Savchenko,Model,New York,United States,27,33,Eliminated Week 4,9,-0.403112887,-0.403112887,-0.403112887,0,0.383482494,-0.613571991,0.383482494,0,0.247963524,0.247963524,0.702563319,0.247963524,-0.301511345,-0.301511345,-0.301511345,-0.301511345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,-0.058252654,0.406889736,-0.613571991,0.702563319,1.31613531,0.06152871,0.101601542,0.095759448,0.331372549,0.349041222,4,14,0.051790598
Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,33,Eliminated Week 5,8,0.806225775,-0.403112887,-0.403112887,0,0.383482494,0.383482494,0.383482494,0,0.247963524,0.247963524,-1.11583586,-0.20663627,-0.301511345,-0.301511345,-0.301511345,-0.301511345,-1.118033989,-1.118033989,-1.118033989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,-0.249190879,0.606472344,-1.118033989,0.806225775,1.924259764,-0.292106182,-1.118033989,0.180164389,0.4875,0.552676725,5,17,0.698359675
Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,33,Eliminated Week 6,7,0.806225775,-0.403112887,-0.403112887,0,-0.613571991,-0.613571991,0.383482494,0,0.702563319,0.702563319,-0.20663627,0.702563319,-0.301511345,-0.301511345,-0.301511345,-0.301511345,0.223606798,0.223606798,0.223606798,0,1.18378431,0.18940549,0.18940549,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0.104238125,0.521531298,-0.613571991,1.18378431,1.797356301,0.095486646,0.520865096,0.225854989,0.4875,0.36042778,6,20,0.245650021
